Κωδικός,Ονομασία,Ποσό 1,Ποσό 2,Ποσό 3
1007-206-0000000,"Γενική Γραμματεία Εσωτερικών και Οργάνωσης",20.000.000,,
29,"Πιστώσεις υπό κατανομή",20.000.000,,
1007-999-0100000,"Γενική Διεύθυνση του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",1.000.000,,
29,"Πιστώσεις υπό κατανομή 1.000.000 STOP Σύνολο:",21.000.000,,
1007-206-0000000,"Γενική Γραμματεία Εσωτερικών και Οργάνωσης",140.000.000,,
29,"Πιστώσεις υπό κατανομή",140.000.000,,
1007-207-0000000,"Γενική Γραμματεία Ανθρωπίνου Δυναμικού Δημοσίου Τομέα",50.000.000,,
29,"Πιστώσεις υπό κατανομή",50.000.000,,
1007-999-0100000,"Γενική Διεύθυνση του τομέα Μακεδονίας και Θράκης του Υπουργείου Εσωτερικών",1.000.000,,
21,"Παροχές σε εργαζομένους",133.618.000,,
23,"Μεταβιβάσεις",70.934.000,,
24,"Αγορές αγαθών και υπηρεσιών",47.527.000,,
26,"Τόκοι",100.000,,
29,"Πιστώσεις υπό κατανομή",2.220.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",600.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",11.980.000,,
1009-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εξωτερικών",3.620.000,,
21,"Παροχές σε εργαζομένους",3.150.000,,
24,"Αγορές αγαθών και υπηρεσιών",470.000,,
1009-201-0000000,"Υπηρεσιακή Γενική Γραμματεία του Υπουργείου Εξωτερικών",41.265.000,,
21,"Παροχές σε εργαζομένους",15.096.000,,
23,"Μεταβιβάσεις",330.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.439.000,,
29,"Πιστώσεις υπό κατανομή",2.100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",300.000,,
1009-205-0000000,"Γενική Γραμματεία Αποδήμου Ελληνισμού",1.545.000,,
21,"Παροχές σε εργαζομένους",909.000,,
23,"Μεταβιβάσεις",330.000,,
24,"Αγορές αγαθών και υπηρεσιών",186.000,,
29,"Πιστώσεις υπό κατανομή",120.000,,
1009-206-0000000,"Γενική Γραμματεία Διεθνών Οικονομικών Σχέσεων και Εξωστρέφειας",4.577.000,,
21,"Παροχές σε εργαζομένους",4.524.000,,
24,"Αγορές αγαθών και υπηρεσιών",53.000,,
1009-207-0000000,"Γενική Γραμματεία Δημόσιας Διπλωματίας  Θρησκευτικών και Προξενικών Υποθέσεων",3.394.000,,
21,"Παροχές σε εργαζομένους",3.394.000,,
1009-401-0000000,"Αρχές Εξωτερικής Υπηρεσίας",207.342.000,,
21,"Παροχές σε εργαζομένους",101.376.000,,
23,"Μεταβιβάσεις",70.274.000,,
24,"Αγορές αγαθών και υπηρεσιών",23.182.000,,
26,"Τόκοι",100.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",300.000,,
45,"Συμμετοχικοί τίτλοι και μερίδια επενδυτικών κεφαλαίων",11.980.000,,
54,"Δάνεια",130.000,,
1009-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εξωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",5.366.000,,
21,"Παροχές σε εργαζομένους",5.169.000,,
24,"Αγορές αγαθών και υπηρεσιών 197.000 STOP Σύνολο:",267.109.000,,
1009-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εξωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",7.000.000,,
29,"Πιστώσεις υπό κατανομή 7.000.000 STOP Σύνολο:",7.000.000,,
1009-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εξωτερικών  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",4.000.000,,
21,"Παροχές σε εργαζομένους",2.364.918.000,,
22,"Κοινωνικές παροχές",47.577.000,,
23,"Μεταβιβάσεις",27.017.000,,
24,"Αγορές αγαθών και υπηρεσιών",401.358.000,,
27,"Λοιπές δαπάνες",1.358.000,,
29,"Πιστώσεις υπό κατανομή",80.000,,
1011-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Εθνικής Άμυνας",552.386.000,,
21,"Παροχές σε εργαζομένους",6.549.000,,
22,"Κοινωνικές παροχές",170.000,,
23,"Μεταβιβάσεις",1.450.000,,
24,"Αγορές αγαθών και υπηρεσιών",13.849.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",530.368.000,,
1011-201-0000000,"Γενικό Επιτελείο Εθνικής Άμυνας",18.382.000,,
21,"Παροχές σε εργαζομένους",46.000,,
23,"Μεταβιβάσεις",13.000.000,,
24,"Αγορές αγαθών και υπηρεσιών",4.713.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",623.000,,
1011-202-0000000,"Γενικό Επιτελείο Στρατού",1.472.276.000,,
21,"Παροχές σε εργαζομένους",1.282.182.000,,
22,"Κοινωνικές παροχές",26.842.000,,
23,"Μεταβιβάσεις",1.151.000,,
24,"Αγορές αγαθών και υπηρεσιών",157.098.000,,
27,"Λοιπές δαπάνες",1.350.000,,
29,"Πιστώσεις υπό κατανομή",80.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",3.573.000,,
1011-202-9900100,"Ελληνική Δύναμη Κύπρου",5.884.000,,
21,"Παροχές σε εργαζομένους",3.900.000,,
22,"Κοινωνικές παροχές",90.000,,
24,"Αγορές αγαθών και υπηρεσιών",1.887.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",7.000,,
1011-203-0000000,"Γενικό Επιτελείο Ναυτικού",510.150.000,,
21,"Παροχές σε εργαζομένους",425.478.000,,
22,"Κοινωνικές παροχές",8.165.000,,
23,"Μεταβιβάσεις",1.664.000,,
24,"Αγορές αγαθών και υπηρεσιών",73.408.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",1.435.000,,
1011-204-0000000,"Γενικό Επιτελείο Αεροπορίας",775.868.000,,
21,"Παροχές σε εργαζομένους",606.158.000,,
22,"Κοινωνικές παροχές",12.310.000,,
23,"Μεταβιβάσεις",9.752.000,,
24,"Αγορές αγαθών και υπηρεσιών",143.081.000,,
27,"Λοιπές δαπάνες",8.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",4.559.000,,
1011-601-0000000,"Εθνική Υπηρεσία Πληροφοριών",39.503.000,,
21,"Παροχές σε εργαζομένους",32.054.000,,
24,"Αγορές αγαθών και υπηρεσιών",7.322.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",127.000,,
1011-901-0000000,"Αμοιβές και αποζημιώσεις υπαλλήλων του ΝΙΜΤΣ που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Εθνικής Άμυνας (εκτός επιχορήγησης)",8.551.000,,
21,"Παροχές σε εργαζομένους 8.551.000 STOP Σύνολο:",3.383.000.000,,
1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",4.000.000,,
29,"Πιστώσεις υπό κατανομή 4.000.000 STOP Σύνολο:",4.000.000,,
1011-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Εθνικής Άμυνας οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/ Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",10.000.000,,
21,"Παροχές σε εργαζομένους",2.193.116.000,,
23,"Μεταβιβάσεις",1.588.320.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.472.000,,
29,"Πιστώσεις υπό κατανομή",10.838.000,,
1015-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Υγείας",2.047.000,,
21,"Παροχές σε εργαζομένους",1.900.000,,
24,"Αγορές αγαθών και υπηρεσιών",147.000,,
1015-202-0000000,"Γενική Γραμματεία Δημόσιας Υγείας",87.764.000,,
21,"Παροχές σε εργαζομένους",2.774.000,,
23,"Μεταβιβάσεις",84.990.000,,
1015-203-0000000,"Γενική Γραμματεία Υπηρεσιών Υγείας",1.509.673.000,,
21,"Παροχές σε εργαζομένους",6.332.000,,
23,"Μεταβιβάσεις",1.503.330.000,,
24,"Αγορές αγαθών και υπηρεσιών",11.000,,
1015-401-0000000,"Εθνική Αρχή Ιατρικώς Υποβοηθούμενης Αναπαραγωγής",380.000,,
21,"Παροχές σε εργαζομένους",194.000,,
24,"Αγορές αγαθών και υπηρεσιών",140.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",46.000,,
1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",24.383.000,,
21,"Παροχές σε εργαζομένους",7.533.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.144.000,,
29,"Πιστώσεις υπό κατανομή",10.838.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",868.000,,
1015-601-0000000,"Δαπάνες του Εθνικού Συντονιστή για την Αντιμετώπιση των Ναρκωτικών  που καλύπτονται από τον προϋπολογισμό του Υπουργείου Υγείας",94.000,,
21,"Παροχές σε εργαζομένους",64.000,,
24,"Αγορές αγαθών και υπηρεσιών",30.000,,
1015-901-0000000,"Αμοιβές & αποζημιώσεις υπαλλήλων Νοσοκομείων ΕΣΥ  που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",1.736.712.000,,
21,"Παροχές σε εργαζομένους",1.736.712.000,,
1015-902-0000000,"Αμοιβές & αποζημιώσεις υπαλλήλων ΥΠΕ-ΠΕΔΥ  που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",358.127.000,,
21,"Παροχές σε εργαζομένους",358.127.000,,
1015-904-0000000,"Αμοιβές & αποζημιώσεις υπαλλήλων του Εθνικού Κέντρου Άμεσης Βοήθειας (ΕΚΑΒ)  που βαρύνουν απευθείας τον προϋπολογισμό του Υπουργείου Υγείας",79.480.000,,
21,"Παροχές σε εργαζομένους",79.480.000,,
1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",20.000.000,,
29,"Πιστώσεις υπό κατανομή 20.000.000 STOP Σύνολο:",20.000.000,,
1015-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Υγείας  οι οποίες υπάγονται στον Υπουργό/Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο",40.000.000,,
21,"Παροχές σε εργαζομένους",490.821.000,,
23,"Μεταβιβάσεις",11.069.000,,
24,"Αγορές αγαθών και υπηρεσιών",7.484.000,,
29,"Πιστώσεις υπό κατανομή",70.000,,
1017-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων και Υπηρεσιακού Γραμματέα του Υπουργείου Δικαιοσύνης",1.822.000,,
21,"Παροχές σε εργαζομένους",1.765.000,,
24,"Αγορές αγαθών και υπηρεσιών",57.000,,
1017-206-0000000,"Γενική Γραμματεία Δικαιοσύνης και Ανθρωπίνων Δικαιωμάτων",463.297.000,,
21,"Παροχές σε εργαζομένους",446.491.000,,
23,"Μεταβιβάσεις",11.061.000,,
24,"Αγορές αγαθών και υπηρεσιών",5.553.000,,
29,"Πιστώσεις υπό κατανομή",70.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",122.000,,
1017-401-0000000,"Ελεγκτικό Συνέδριο",33.147.000,,
21,"Παροχές σε εργαζομένους",32.465.000,,
23,"Μεταβιβάσεις",6.000,,
24,"Αγορές αγαθών και υπηρεσιών",576.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",100.000,,
1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",5.424.000,,
21,"Παροχές σε εργαζομένους",5.000.000,,
24,"Αγορές αγαθών και υπηρεσιών",424.000,,
1017-801-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Προστασίας Δεδομένων Προσωπικού Χαρακτήρα που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",3.101.000,,
21,"Παροχές σε εργαζομένους",2.534.000,,
23,"Μεταβιβάσεις",2.000,,
24,"Αγορές αγαθών και υπηρεσιών",492.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων",73.000,,
1017-802-0000000,"Δαπάνες της Ανεξάρτητης Διοικητικής Αρχής Διασφάλισης του Απορρήτου των Επικοινωνιών που καλύπτονται από τον προϋπολογισμό του Υπουργείου Δικαιοσύνης",2.963.000,,
21,"Παροχές σε εργαζομένους",2.566.000,,
24,"Αγορές αγαθών και υπηρεσιών",382.000,,
31,"Αγορές παγίων περιουσιακών στοιχείων 15.000 STOP Σύνολο:",509.754.000,,
1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",3.000.000,,
29,"Πιστώσεις υπό κατανομή 3.000.000 STOP Σύνολο:",3.000.000,,
1017-501-0000000,"Λοιπές μονάδες/αυτοτελείς μονάδες του Υπουργείου Δικαιοσύνης  οι οποίες υπάγονται στον Υπουργό/ Αναπληρωτές Υπουργούς/Υφυπουργούς/Υπηρεσιακό Γραμματέα ή λειτουργούν στο Υπουργείο Δικαιοσύνης",20.000.000,,
21,"Παροχές σε εργαζομένους",4.504.560.000,,
22,"Κοινωνικές παροχές",442.000,,
23,"Μεταβιβάσεις",337.667.000,,
24,"Αγορές αγαθών και υπηρεσιών",106.610.000,,
25,"Επιδοτήσεις",60.000,,
29,"Πιστώσεις υπό κατανομή",1.268.000,,
1019-101-0000000,"Γραφεία Υπουργού  Αναπληρωτών Υπουργών  Υφυπουργών  Γενικών και Ειδικών Γραμματέων  Αναπληρωτών Γενικών Γραμματέων  Υπηρεσιακού Γραμματέα του Υπουργείου Παιδείας και Θρησκευμάτων",1.734.000,,
